genres,item_name,release_date,price,item_id,developer,year
"['Casual', 'Indie', 'Simulation']",Kinacoustic,2016-05-04,9.99,459520,Maithonis Studios,2016
"['Action', 'Indie', 'Racing']",Void 21 Official Sound Track,2016-05-04,2.99,458810,Taranasus Studio,2016
['Simulation'],FSX: Steam Edition - 737 Extreme Sound Add-On,2016-05-04,12.99,379584,TFDi Design,2016
"['Casual', 'Simulation']",Safety Driving Simulator: Car,2016-05-04,4.99,450590,United Independent Entertainment GmbH,2016
"['Adventure', 'Indie']",Liveza: Death of the Earth,2016-05-03,2.99,463100,Nikita Nefedov,2016
"['Casual', 'Simulation']",Safety Driving Simulator: Motorbike,2016-05-04,4.99,450600,United Independent Entertainment GmbH,2016
['Simulation'],FSX: Steam Edition - REX Soft Clouds Add-On,2016-05-04,9.99,379558,REX,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Mercenary Pack,2016-05-04,49.99,465833,Tactic Studios Inc.,2016
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Slovak Paint Jobs Pack,2016-05-04,0.99,461240,SCS Software,2016
"['Action', 'Indie']",Lavapools,2016-05-04,4.99,401510,"4EdgesGames,Visumeca",2016
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Italian Paint Jobs Pack,2016-05-04,0.99,388476,SCS Software,2016
"['Action', 'Indie']",Blue Rider - Original Soundtrack,2016-05-04,4.99,459890,Ravegan,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Leadwerks Game Engine - Mercenary Action Figure,2016-05-04,9.99,469670,Leadwerks Software,2016
"['Casual', 'Indie', 'Strategy']",Escape This,2016-05-04,0.99,467370,Four Winged Studio,2016
"['Adventure', 'Casual', 'Indie']",Cyber City 2157: The Visual Novel,2016-05-04,5.99,454690,Harotobira,2016
"['Action', 'Indie']",I and Me,2016-05-05,9.99,399600,Wish Fang,2016
"['Action', 'Indie', 'Racing']",Earn to Die 2,2016-05-05,4.99,431590,Toffee Games,2016
"['Racing', 'Simulation', 'Sports']",MXGP2 - Agueda and Bastogne Tracks,2016-05-05,6.99,438870,Milestone S.r.l.,2016
"['Adventure', 'Casual', 'Indie']",The Beggar's Ride,2016-05-05,5.99,463760,Bad Seed,2016
"['Action', 'Adventure', 'Indie']",Castle Heist: Chapter 1,2016-05-05,2.99,438220,"Gustav ""Goffa"" Söderström",2016
"['Indie', 'RPG', 'Strategy']",Talisman - The Nether Realm Expansion,2016-05-05,3.99,267787,Nomad Games,2016
"['Adventure', 'Indie']",Midvinter,2016-05-05,4.99,452120,Talecore Studios,2016
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Origin Of Destiny - Donation #1,2016-05-05,4.99,468360,Michael Howard,2016
"['Action', 'Casual', 'Indie']",The Renegades of Orion 2.0 - Apocalypse DLC #2,2016-05-05,0.99,467970,Halisson,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",HACK_IT,2016-05-05,4.99,444350,Dan_D,2016
"['Action', 'Casual', 'Indie']",Color Chaos,2016-05-02,0.99,423720,Daniel Riley,2016
"['Adventure', 'Casual', 'Indie']",Gun Rocket,2016-05-02,1.99,391420,Space Wedgie,2016
"['Adventure', 'Casual', 'Indie']",Deer Man Soundtrack,2016-05-02,4.99,460880,Red Mount Media,2016
"['Action', 'Adventure', 'Indie', 'Strategy']",Gun Rocket - Soundtrack,2016-05-02,0.99,456510,Space Wedgie,2016
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Trove - Soundtrack Vol. 1,2016-05-02,6.99,462050,Trion Worlds,2016
"['Action', 'Casual', 'Strategy']",MOP Operation Cleanup,2016-05-03,4.99,463120,EnsenaSoft,2016
"['Action', 'Casual']",Bug N Out,2016-05-03,2.99,463130,Neuron Games,2016
"['Indie', 'RPG', 'Strategy', 'Early Access']",Aurora Dusk: Steam Age,2016-04-29,9.99,397160,Sylvain Harlaut,2016
"['Casual', 'Indie', 'Simulation', 'Sports']",Pro Gamer Manager,2016-04-28,9.99,408740,Raptor Claw Games,2016
"['Action', 'Adventure', 'Indie', 'Early Access']",Logic Missile,2016-04-29,0.99,448300,Bouchard Industries,2016
"['Action', 'Adventure', 'Casual', 'Indie']",So Long Earth,2016-04-15,3.99,448110,Ed Farage,2016
['Video Production'],Cars,2016-04-28,4.99,457390,Nozon,2016
['Video Production'],Demo Pack 12GB,2016-04-28,4.99,429670,Ze_PilOt,2016
"['Action', 'Indie']",Chill the Piro,2016-04-28,1.99,437180,"Sergey Marchenko,Vyacheslav Ozolnieks",2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Искусный воин,2016-04-29,34.99,461120,Aratog LLC,2016
['Video Production'],Demo Pack 1,2016-04-28,4.99,428300,Ze_PilOt,2016
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",HEX: Primal Dawn Bundle,2016-04-29,14.99,464980,Hex Entertainment,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Voxel Editor,2016-04-21,19.99,454550,Minddesk Software GmbH,2016
['Strategy'],Decisive Campaigns: Barbarossa,2015-11-24,49.99,454530,VR Designs,2015
"['Action', 'Indie', 'Sports', 'Strategy']",Flag N Frag,2016-04-29,1.99,456160,EDEVOX,2016
"['Action', 'Indie', 'Strategy', 'Early Access']",Vengeance,2016-04-29,8.99,384960,314 Arts,2016
"['Casual', 'Indie', 'Strategy']",Abrix the robot,2016-04-29,9.99,461850,EJRGames,2016
"['Action', 'Indie', 'Early Access']",Initia: Elemental Arena,2016-04-29,11.99,463920,Gentle Ghouls,2016
['Casual'],Guardians of Victoria,2016-04-29,1.99,385080,Tall Story Studios,2016
"['Adventure', 'Casual', 'Indie']",Selenon Rising,2016-04-29,5.99,358760,Fastermind Games,2016
"['Casual', 'Indie']",Ego Protocol Demo,2016-04-29,4.99,426110,Static Dreams,2016
['Casual'],Classic Fun Collection 5 in 1,2016-04-29,3.99,431300,3DDUO,2016
"['Action', 'Adventure', 'Indie']",Bibou,2016-04-29,0.99,464760,André Bertaglia,2016
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Starship Corporation,2016-04-29,19.99,292330,Coronado Games,2016
['Simulation'],Worlds Adrift Island Creator,2016-04-28,4.99,271920,Bossa Studios,2016
"['Casual', 'Free to Play', 'Indie', 'Racing']",Skyreach,2016-04-29,4.99,461970,Rainbow Goats Studio,2016
"['Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']",侠客风云传(Tale of Wuxia),2016-04-28,16.99,377530,Heluo Studio,2016
"['Casual', 'Simulation', 'Strategy']",New Yankee in King Arthur's Court,2016-04-28,4.99,462570,Rionix,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Neon Chrome,2016-04-28,14.99,428750,10tons Ltd,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Neon Chrome Original Soundtrack,2016-04-28,4.99,453250,10tons Ltd,2016
"['Action', 'Adventure', 'Indie']",Left Alone,2016-04-28,6.99,417750,Volumetric Games,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Niffelheim,2016-04-28,19.99,351100,Ellada Games,2016
"['Adventure', 'Casual']",Maze: Subject 360 Collector's Edition,2016-04-28,9.99,466000,Mad Head Games,2016
"['Casual', 'Strategy']",Grave Mania: Undead Fever,2016-04-28,6.99,465970,Anino Games,2016
"['Action', 'Adventure', 'Indie']",Izeriya,2016-04-28,0.99,463830,LigaGamesStudio,2016
['Strategy'],Hyperdevotion Noire: Ultimate Sango Set,2016-04-26,0.99,427002,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Event Full Unlock,2016-04-26,1.99,427004,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Little Rain Set,2016-04-26,0.99,427003,"Idea Factory,Compile Heart,Sting",2016
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Maui,2016-04-26,4.99,464700,Kokua Games,2016
['Strategy'],Hyperdevotion Noire: Ultimate Party Member “Tiara”,2016-04-26,0.99,427005,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Member “Compa”,2016-04-26,0.99,427007,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Member “Sting”,2016-04-26,0.99,427008,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Member “IF”,2016-04-26,0.99,427006,"Idea Factory,Compile Heart,Sting",2016
"['Action', 'Indie', 'Early Access']",30 IMPOSSIBLE LEVELS,2016-04-25,3.99,459910,Abstract Tree Studio,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Puzzle Box,2016-04-22,9.99,448720,BplusGames,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse,2016-04-22,4.99,446990,Desert Owl Games LLC,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse (Book 3),2016-04-22,4.99,450340,"Desert Owl Games, LLC",2016
"['Adventure', 'Casual', 'Indie', 'RPG']",The Huntsman: Winter's Curse (Book 2),2016-04-22,4.99,450350,"Desert Owl Games, LLC",2016
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",TableTop Soccer,2016-04-22,0.99,453710,Dancing Developers,2016
"['Action', 'Indie', 'Strategy']",Deadweight,2016-04-22,4.99,385350,Daniel Kim,2016
"['Adventure', 'Indie', 'RPG']",It's Killing Time,2015-06-27,5.99,461650,Choice of Games,2015
"['Action', 'Casual', 'Indie', 'Simulation']",Revenge of Roger Rouge,2016-04-22,0.99,443680,Trazzy Entertainment,2016
"['Indie', 'Strategy']",Star Ruler 2 - Wake of the Heralds,2016-04-22,9.99,460420,Glacicle,2016
"['Casual', 'Indie', 'Strategy']",Poly Towns,2016-04-22,4.99,438730,Red Phoenix Studios,2016
"['Casual', 'Indie']",Bipolar Game,2016-04-17,4.99,463450,Jason Free,2016
['Adventure'],The Men of Yoshiwara: Ohgiya,2016-04-20,15.99,447200,Dogenzaka Lab,2016
"['Indie', 'Simulation', 'Strategy']",Oil Enterprise,2016-04-20,19.99,353630,Crafty Studios,2016
"['Adventure', 'Casual', 'Strategy']",Weather Lord: Following the Princess Collector's Edition,2015-11-04,9.99,456690,Yustas Game Studio,2015
"['Adventure', 'Casual', 'Indie', 'Early Access']","Bolt Riley, A Reggae Adventure",2016-04-20,9.99,331210,"Adventure Mob,Corbomite Games",2016
"['Free to Play', 'Indie', 'Simulation']",World of Guns: Sniper Rifles Pack #1,2016-04-22,9.99,464210,Noble Empire Corp.,2016
"['Adventure', 'Indie', 'Strategy']",March of the Living,2016-04-20,14.99,458000,Machine 22,2016
"['Action', 'Free to Play', 'Strategy']",Bloons TD Battles,2016-04-20,4.99,444640,Ninja Kiwi,2016
"['Action', 'Indie', 'RPG', 'Early Access']",Overpower,2016-04-20,8.99,440280,Hydrant Games,2016
"['Action', 'Casual', 'Indie', 'RPG']",Tank Brawl,2016-04-20,4.99,436870,Phung Games,2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Zotrix - Solar Division,2016-04-20,14.99,351720,ZeroBit Games,2016
"['Free to Play', 'RPG']",The Bottom of the Well - Soundtrack and Wallpaper Bonus Pack,2016-04-20,4.99,462351,Red Nettle Studio,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Megamagic: Wizards of the Neon Age,2016-04-20,9.99,422650,BeautiFun Games,2016
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",3 Coins At School,2016-04-20,4.99,462110,89AM Studio,2016
"['Action', 'Indie']",Infinite Shooter,2016-04-20,1.99,458230,Minion Productions Inc.,2016
"['Action', 'Casual', 'Indie']",Chicku,2016-05-05,4.99,443630,Gatling Goat Studios,2016
"['Action', 'Indie']",A-Gents,2016-04-17,1.99,460910,phime studio LLC,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Masquerade: The Baubles of Doom,2016-04-20,14.99,299380,Big Ant Studios,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer']",Tower Unite - Original Soundtrack,2016-04-20,4.99,461740,William Smith,2016
"['Adventure', 'Casual']",Mythic Wonders: The Philosopher's Stone,2016-04-21,9.99,458480,Organic 2 Digital Studio,2016
"['Casual', 'Indie']",BitRay,2016-04-19,0.99,462030,Lagun Victor,2016
"['Adventure', 'Indie', 'Simulation']",Don't Starve Together,2016-04-21,14.99,322330,Klei Entertainment,2016
"['Action', 'Adventure', 'Indie', 'Sports']",Leave Me Alone: A Trip To Hell,2016-04-20,1.99,444520,Lisa Voronova,2016
['Strategy'],Battlefleet Gothic: Armada,2016-04-21,39.99,363680,Tindalos Interactive,2016
"['Adventure', 'Casual']",Bottle,2016-04-21,1.99,463030,Tonguç Bodur,2016
"['Action', 'Adventure', 'Indie']",Jackal,2016-04-21,2.99,454040,Peace,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Utility Module,2016-04-21,9.99,456231,Minddesk Software GmbH,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Professional License,2016-04-21,99.99,464560,Minddesk Software GmbH,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Mesh Module,2016-04-21,24.99,456230,Minddesk Software GmbH,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Qubicle Voxelizer Module,2016-04-21,24.99,456110,Minddesk Software GmbH,2016
"['Action', 'Indie']",Rogue Stormers,2016-09-08,19.99,299480,Black Forest Games,2016
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Endciv,2016-04-21,7.99,444650,Crowbox,2016
"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music Director's Cut,2016-04-21,5.99,453100,Forever Entertainment S. A.,2016
"['Action', 'Adventure', 'Indie', 'Early Access']",CounterAttack,2016-04-21,7.99,451600,Relative Games,2016
"['Action', 'Indie']",Demon's Crystals,2016-04-21,4.99,454610,"Byte4Games,StarCruiser Studio",2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",The Howler,2016-04-21,1.99,306040,"Antanas Marcelionis,Renė Petrulienė",2016
"['Adventure', 'Indie']",OPUS: The Day We Found Earth,2016-04-21,8.99,457680,SIGONO INC.,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Witch and Hero(魔女と勇者),2016-04-21,4.99,434130,"FK Digital,Flyhigh Works",2016
"['Adventure', 'Indie']",OPUS Original Soundtrack,2016-04-22,6.99,458740,Team Signal,2016
"['Adventure', 'Indie']",The Guest - Original Soundtrack,2016-04-21,4.99,464580,Team Gotham,2016
"['Indie', 'Strategy']","Gremlins, Inc. – Uninvited Guests",2016-04-21,4.99,458160,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2016
"['Action', 'Indie']",XO-Planets OST,2016-04-21,5.99,464460,Bohfam,2016
"['Action', 'Indie', 'RPG', 'Early Access']",XO-Planets,2015-10-23,7.99,439730,Bohfam,2015
"['Simulation', 'Strategy']",Bridge! 2,2016-04-21,9.99,434090,toxtronyx interactive GmbH,2016
"['Action', 'Indie']",Western Press,2016-04-21,4.99,377360,Bandit-1,2016
"['Action', 'Indie']",WOLFLAME,2016-04-21,5.99,448160,ASTRO PORT,2016
"['Action', 'Indie']",My Night Job,2016-04-21,3.99,437100,Webcore Games,2016
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']",The SKIES,2016-04-16,4.99,337950,Eforb,2016
['Indie'],Stephen's Sausage Roll,2016-04-18,29.99,353540,increpare games,2016
"['Action', 'Free to Play']",Plastic Playground,2016-04-18,4.99,458560,Tomorrow Arts,2016
['Indie'],Typefighters (Steam Edition),2016-04-18,1.99,434290,Christian Reuter,2016
"['Adventure', 'Indie']",Mimpi Dreams OST,2016-03-31,4.99,459110,Silicon Jelly,2016
"['Action', 'Strategy']",Battlezone 98 Redux,2016-04-18,19.99,301650,Big Boat Interactive,2016
"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project - A Little Iris,2016-04-18,9.99,461250,stage-nana,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Official Guide - Inexistence,2016-04-17,2.99,463600,Jonathan BRASSAUD,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Inexistence,2016-02-17,2.99,444720,Jonathan BRASSAUD,2016
"['Adventure', 'Indie', 'RPG']",Tales Across Time,2016-04-18,2.99,461710,Critical Games,2016
['Adventure'],Danganronpa 2: Goodbye Despair,2016-04-18,19.99,413420,"Spike Chunsoft Co., Ltd.,Abstraction Games",2016
['Simulation'],FSX: Steam Edition - VFR Poland Region SW Add-On,2016-04-19,24.99,433743,SimDesign,2016
['Simulation'],FSX: Steam Edition - VFR Poland Region NW Add-On,2016-04-19,24.99,433742,SimDesign,2016
"['Casual', 'Indie', 'Simulation']",JiPS,2016-04-19,2.99,454460,Trazzy Entertainment,2016
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Hungarian Paint Jobs Pack,2016-04-19,0.99,388479,SCS Software,2016
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Turkish Paint Jobs Pack,2016-04-19,0.99,388474,SCS Software,2016
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",HEX: Shards of Fate,2016-04-19,87.94,410380,Hex Entertainment,2016
"['Action', 'Adventure', 'RPG', 'Early Access']",The Black Death,2016-04-19,19.99,412450,"Syrin Studios,Small Impact Games",2016
"['Action', 'Indie']",Action Legion,2016-04-19,5.99,431630,Aeonic Entertainment,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Voxel Warfare Online,2016-09-01,0.99,454150,Firehawk Studios,2016
"['Action', 'Indie']",IS Defense,2016-04-19,5.99,448370,Destructive Creations,2016
"['Indie', 'RPG', 'Strategy']",The Banner Saga 2,2016-04-19,19.99,281640,Stoic,2016
['Action'],Tom Clancy's Rainbow Six® Siege - Cyan Weapon Skin,2016-04-19,2.99,455572,Ubisoft Montreal,2016
"['Action', 'RPG']",Dying Light - Gun Psycho Bundle,2016-04-19,2.99,436081,Techland,2016
"['Action', 'RPG']",Dying Light - Volatile Hunter Bundle,2016-04-19,2.99,436082,Techland,2016
"['Action', 'RPG']",Dying Light - Harran Ranger Bundle,2016-04-19,2.99,436080,Techland,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Judas Priest - “Electric Eye”,2016-04-19,2.99,436604,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Extreme - “Play With Me”,2016-04-19,2.99,436605,Ubisoft - San Francisco,2016
"['Action', 'Adventure', 'Indie']",Flat Kingdom Paper's Cut Edition,2016-04-07,7.99,405970,Fat Panda Games,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Devo - “Girl U Want”,2016-04-19,2.99,436606,Ubisoft - San Francisco,2016
"['Adventure', 'Indie']",Hatoful Boyfriend: Holiday Star Collector's Edition DLC,2016-04-15,6.99,463090,Mediatonic,2016
"['Action', 'Adventure', 'Indie']",Worst Case Z,2016-04-15,12.99,450030,BME Digital Studios,2016
"['Adventure', 'Indie']",Planet in the Shadows,2016-04-15,3.99,448820,Sergey Bobrov,2016
"['Action', 'Adventure', 'Indie', 'Early Access']",Tyrfing  Cycle |Vanilla|,2016-04-15,7.99,429430,Demon Sword Games,2016
"['Action', 'Adventure', 'Indie']",Gravity Den,2016-04-15,4.99,454970,DiPi Games,2016
['Indie'],Night Blights,2016-04-15,4.99,446910,"Trapdoor Games,Hot Cross Games",2016
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Trove - Double Dragon Pack,2016-04-15,19.99,462920,Trion Worlds,2016
"['Action', 'Simulation']",Soda Drinker Pro,2016-04-13,4.99,347720,Snowrunner Games,2016
['RPG'],FINAL FANTASY IX,2016-04-14,20.99,377840,Square Enix,2016
"['Action', 'Indie']",Zombie Parking,2016-04-14,0.99,449090,XPAGAME,2016
['Simulation'],Train Simulator: Black Forest Journeys: Freiburg-Hausach Route Add-On,2016-04-14,19.99,376936,Rail Magic,2016
"['Action', 'Indie']",ICARUS.1,2016-11-17,6.99,395470,electrolyte,2016
"['Adventure', 'Indie']",Goetia,2016-04-14,14.99,421740,Sushee,2016
"['Action', 'Indie']",Spacejacked - Soundtrack,2016-04-14,4.99,461060,Rotten Mage,2016
"['RPG', 'Strategy']",Mordheim: City of the Damned - Doomweaver,2016-04-14,1.99,450811,Rogue Factor,2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Tyto Ecology,2016-04-14,6.99,453750,Immersed Games,2016
"['Adventure', 'Casual', 'Indie']",Everybody's Gone to the Rapture,2016-04-14,19.99,417880,The Chinese Room,2016
"['Adventure', 'Casual']",XorceD - Sashiro's Laedrum,2016-04-14,12.99,454170,Xorcerox,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Aurion: Legacy of the Kori-Odan - Official OST,2016-04-14,4.99,436420,Kiro'o Games,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Aurion: Legacy of the Kori-Odan,2016-04-14,14.99,368080,Kiro'o Games,2016
"['RPG', 'Strategy']",Mordheim: City of the Damned - Wolf-Priest of Ulric,2016-04-14,1.99,450810,Rogue Factor,2016
['Indie'],Wobbly Jungle,2016-04-14,1.99,437090,Sourena Game Studio,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Disturbed - “Ten Thousand Fists”,2016-04-12,2.99,436602,Ubisoft - San Francisco,2016
['Indie'],Phantasmal: Survival Horror Roguelike,2016-04-14,14.99,342550,Eyemobi Ltd.,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Disturbed Song Pack II,2016-04-12,11.99,436603,Ubisoft - San Francisco,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Marble Void,2016-04-12,4.99,453650,Leveled Games,2016
"['Indie', 'RPG']",Dear RED - Extended,2016-04-12,2.99,453850,Lee Sang,2016
"['Casual', 'Indie']",Zenge,2016-04-13,0.99,461840,Michal Pawlowski,2016
['Adventure'],Pub Encounter,2016-04-13,17.99,447190,Dogenzaka Lab,2016
"['Action', 'RPG']",Hyper Light Drifter Original Soundtrack,2016-04-12,4.99,453020,Heart Machine,2016
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Gaara's Tale Extra Scenario Pack,2016-04-12,9.99,416421,CyberConnect2 Co. Ltd.,2016
"['Adventure', 'Casual', 'Indie']",Club Life,2016-04-13,9.99,404180,Dharker Studio,2016
"['Action', 'Indie', 'Sports']",Wand Wars,2016-04-13,11.99,422110,Moonradish Inc.,2016
['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport Pullman-Moscow,2016-04-13,19.99,339398,Dirk Jacobi,2016
"['Adventure', 'Casual', 'Indie']",Club Life - Soundtrack,2016-04-13,4.99,452900,Dharker Studio,2016
['Strategy'],Auro: A Monster-Bumping Adventure,2016-04-13,1.99,459680,Dinofarm Games,2016
"['Adventure', 'Indie', 'Strategy']",Last Hope - Tower Defense,2016-04-13,8.99,434020,JE Software,2016
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Simply Chess - Premium Upgrade!,2016-04-13,4.99,451690,BlueLine Games,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Video Production']",Grand Designer,2016-04-13,49.99,372590,Ignishot,2016
"['Action', 'Indie']",Skullgirls 2nd Encore Upgrade,2016-04-13,14.99,447510,Lab Zero Games,2016
['Action'],DARK SOULS™ III,2016-04-11,59.99,374320,"FromSoftware, Inc.",2016
"['Adventure', 'Indie', 'RPG']",Kim - Soundtrack,2016-04-11,5.99,436990,The Secret Games Company,2016
"['Casual', 'Indie']",Zasa - An AI Story,2016-03-20,0.99,447240,Rainssong,2016
"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Ascent - The Space Game,2016-04-11,19.99,345010,Fluffy Kitten Studios,2016
['RPG'],Fallout 4 - Wasteland Workshop,2016-04-11,4.99,435880,Bethesda Game Studios,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Devil Sealing Stone,2016-04-11,7.99,432540,WJLE  GAME,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Stories: The Path of Destinies,2016-04-12,14.99,439190,Spearhead Games,2016
['Action'],Tom Clancy's Rainbow Six® Siege - Topaz Weapon Skin,2016-04-12,2.99,455570,Ubisoft Montreal,2016
"['Action', 'Adventure', 'RPG']",Tom Clancy's The Division™ - Sports Fan Outfit Pack,2016-04-12,4.99,459500,Massive Entertainment,2016
"['Action', 'Indie']",Ace of Seafood,2016-04-08,11.99,450500,Nussoft,2016
"['Action', 'Indie', 'Early Access']",StarsOne,2016-04-08,9.99,457010,IllusoryWorldEntertainment,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",AuroraRL,2016-04-08,4.99,437890,Sun Dogs,2016
"['Casual', 'Indie']",Tenrow,2016-04-08,2.99,449760,Cleverweek,2016
"['Action', 'Indie']",Glitchrunners,2016-04-08,12.99,446870,Torque Studios,2016
"['Casual', 'Indie', 'Simulation', 'Sports']",Pure Hold'em - Paradise City Chipset,2016-04-12,2.99,342590,VooFoo Studios Ltd,2016
"['Adventure', 'Indie', 'RPG']",The Hero Project: Redemption Season - MeChip Warning System,2016-04-08,0.99,459330,Choice of Games,2016
"['Adventure', 'Indie', 'RPG']",The Hero Project: Redemption Season,2016-04-08,5.99,459310,Choice of Games,2016
"['Indie', 'Simulation', 'Strategy']",Game Tycoon 2,2016-04-08,14.99,404640,Sunlight Games,2016
"['Adventure', 'Indie', 'RPG']",The Quest - Islands of Ice and Fire,2016-04-08,6.99,459750,Redshift,2016
"['Action', 'Indie']",Virtual Rogue,2016-04-08,2.99,448090,Snowy Productions,2016
"['Action', 'Racing']",TRON RUN/r DISC Extender Bundle,2016-04-08,2.99,429460,Sanzaru Games Inc.,2016
"['Action', 'Indie']",BLEAK: Welcome to Glimmer,2016-04-08,7.99,364830,"Tenwall Creatives, Inc.",2016
"['Action', 'Indie']","BLEAK: Original Soundtrack, Vol. 1",2016-04-08,7.99,447340,"Tenwall Creatives, Inc.",2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access']",Tower Unite,2016-04-08,14.99,394690,PixelTail Games,2016
"['Action', 'Indie', 'Strategy']",Fortify,2016-04-08,4.99,378260,Holgersson Entertainment,2016
"['Action', 'Indie']",Space Scaven,2016-04-08,6.99,456130,Moon Pub Games,2016
"['Simulation', 'Strategy']",Order of Battle: U.S. Marines,2016-04-07,9.99,443620,The Artistocrats,2016
"['Action', 'Adventure', 'Indie']",Flat Kingdom - Soundtrack + Artbook,2016-04-07,4.99,457560,Fat Panda Games,2016
"['Action', 'Indie', 'Strategy', 'Early Access']",The Fifth Expedition,2016-04-07,9.99,453030,Snapjaw Games GmbH,2016
"['Racing', 'Simulation', 'Sports']",MXGP2 - Villopoto Replica Equipment,2016-04-07,1.99,438860,Milestone S.r.l.,2016
"['Racing', 'Simulation', 'Sports']",MXGP2 - The Official Motocross Videogame,2016-04-07,39.99,400800,Milestone S.r.l.,2016
"['Racing', 'Simulation', 'Sports']",MXGP2 - Season Pass,2016-04-07,7.99,445200,Milestone S.r.l.,2016
"['Racing', 'Simulation', 'Sports']",MXGP2 - Cairoli Replica Equipment,2016-04-07,1.99,438850,Milestone S.r.l.,2016
"['Adventure', 'Casual']",Tibetan Quest: Beyond the World's End,2016-04-07,9.99,427550,Brave Giant LTD,2016
"['Action', 'Indie', 'Strategy']",Mushroom Wars,2016-04-07,9.99,431250,"Zillion Whales,Creat Studios",2016
"['Action', 'Adventure', 'Indie']",A Blind Legend,2016-04-07,6.99,437530,Dowino,2016
